Open Source,Country,Yearly Salary in USD
Yes,United States,95000
No,Czech Republic,39164
Yes,Ireland,85671
No,Germany,79552
Yes,Poland,63226
Yes,South Africa,70047
Yes,Germany,183582
No,United States,75000
Yes,South Africa,64278
Yes,United Kingdom,76397
Yes,Finland,0
No,France,88119
Yes,United States,57000
No,Ireland,88119
No,United States,91400
Yes,India,23482
No,Italy,79552
No,United States,24000
No,India,14089
Yes,United States,65000
No,United Kingdom,45283
No,Norway,85440
Yes,United States,88000
Yes,United States,90000
No,United States,96000
No,United States,0
No,Poland,25805
Yes,United States,89000
No,Canada,57975
Yes,Belgium,67313
No,United States,45000
No,Canada,57975
Yes,India,1879
Yes,United States,84000
Yes,United States,86500
No,India,1800
Yes,United States,126000
Yes,United States,95000
No,France,44060
No,United States,81000
No,United States,76000
No,United Kingdom,48616
Yes,Spain,73433
No,United Kingdom,33337
Yes,Norway,61194
Yes,United States,136000
No,United States,125000
Yes,Netherlands,61194
No,India,15654
No,South Korea,20555
Yes,New Zealand,36542
No,United States,105000
No,United States,50000
No,United States,105000
No,Germany,55075
No,United States,53000
No,United States,70000
No,United Kingdom,171373
No,United Kingdom,104178
Yes,India,23482
No,United Kingdom,48616
No,United States,105000
Yes,United Kingdom,97233
Yes,Hungary,77104
Yes,Canada,77300
No,United States,120000
No,United States,76000
Yes,United States,300000
No,United Kingdom,63896
Yes,Canada,53949
Yes,United States,105000
Yes,United Kingdom,69452
Yes,United States,149000
No,United States,118000
No,Australia,107964
Yes,United States,52000
No,United States,176000
No,Greece,18358
No,United States,50000
No,United States,65000
No,Norway,82890
Yes,India,16437
No,United States,120000
No,United States,60000
No,United States,145000
Yes,France,46507
No,United States,120000
No,Ireland,79552
No,Ukraine,48000
No,United Kingdom,38893
Yes,United Kingdom,71536
No,United States,62000
No,United States,250000
No,United States,37000
Yes,United States,175000
Yes,Canada,72469
Yes,Canada,76495
Yes,Germany,70373
Yes,United Kingdom,0
No,India,6105
No,Italy,25701
Yes,United Kingdom,52783
Yes,United Kingdom,62507
No,United States,56000
Yes,United Kingdom,0
No,United States,104000
No,United States,74000
No,United States,64000
No,India,15654
No,United States,103000
Yes,United States,125000
Yes,India,9283
Yes,India,6575
No,Germany,67313
Yes,United Kingdom,38893
No,United States,136000
Yes,Spain,42836
No,United Kingdom,29170
No,Croatia,67313
No,Italy,35492
Yes,United States,79000
Yes,Australia,83972
No,Germany,56298
Yes,United Kingdom,83342
Yes,Canada,96626
No,Spain,35492
Yes,South Korea,70000
No,United States,125000
Yes,France,31821
No,India,10958
Yes,India,9393
Yes,India,13306
No,United States,105000
Yes,United States,80000
No,India,13619
No,United States,16500
No,Australia,55981
No,United States,37000
No,India,21916
No,United Kingdom,69452
No,United Kingdom,71
Yes,United States,122000
No,United States,75000
No,United States,160000
Yes,United States,220000
Yes,United States,99500
No,United States,67000
Yes,United States,100000
Yes,United States,200000
Yes,United States,50000
No,Poland,35288
Yes,United States,75000
No,Russian Federation,35382
No,Hong Kong (S.A.R.),166300
No,United States,52250
No,Italy,48955
Yes,United Kingdom,80564
No,United States,60000
Yes,India,4133
No,United States,147000
Yes,New Zealand,83342
Yes,United States,150000
Yes,United States,120000
Yes,United States,110000
Yes,Canada,96626
Yes,Spain,12239
No,India,18785
No,Italy,29373
Yes,Canada,40261
Yes,Ireland,122388
No,Germany,58746
No,United Kingdom,0
Yes,United Kingdom,51394
No,Germany,58746
Yes,India,10113
No,United States,74000
Yes,Brazil,25827
No,United States,155000
No,United States,75000
Yes,Australia,65978
Yes,United States,125000
No,United States,38000
No,India,9393
No,Spain,24478
No,Australia,71976
Yes,United States,57039
No,United States,62400
Yes,United States,93000
No,United Kingdom,42366
No,United States,142000
Yes,Italy,37940
No,Germany,0
Yes,Germany,66089
Yes,United Kingdom,76151
Yes,Italy,61194
No,United States,100000
Yes,United States,95000
No,United States,81500
No,United States,82000
No,Germany,61194
Yes,Australia,67977
No,Germany,68537
No,United States,120000
No,India,626
No,United States,110000
Yes,United Kingdom,47227
Yes,United States,134000
Yes,United States,125000
No,India,7671
No,United States,43500
No,United States,45000
No,United Kingdom,22155
No,United States,133000
No,Canada,33819
Yes,Germany,55075
Yes,United States,95000
No,Canada,100652
Yes,Australia,51983
No,United States,80000
Yes,Netherlands,159104
Yes,Spain,61194
Yes,Australia,103965
Yes,Italy,29373
Yes,United States,77000
No,France,46507
Yes,United Kingdom,83342
No,New Zealand,49697
Yes,Spain,58746
No,United States,35000
No,Canada,48313
Yes,United States,91000
Yes,United States,78309
No,Canada,104678
Yes,Germany,69761
No,Australia,55981
Yes,United States,105000
Yes,United States,120000
No,United States,30000
Yes,United States,110000
No,United Kingdom,50005
No,United States,75000
Yes,Netherlands,88119
Yes,United States,120000
Yes,Germany,68537
No,United States,47000
No,United Kingdom,34726
No,United Kingdom,27086
No,United States,100000
Yes,Germany,110149
No,United States,102000
No,France,67313
Yes,India,6262
Yes,United States,82000
Yes,United States,130000
Yes,United States,190000
No,India,10958
No,United States,187500
Yes,Canada,64417
No,United States,75000
No,United States,87000
No,United States,110000
Yes,United Kingdom,59729
Yes,United States,130000
Yes,India,13040
No,United States,130000
Yes,Australia,71976
No,Australia,71976
No,United States,105000
No,Netherlands,0
No,Australia,55981
No,United States,140000
No,United Kingdom,52472
Yes,Germany,91791
No,United States,170000
Yes,Russian Federation,8846
No,United States,76000
Yes,United States,65000
No,India,0
Yes,Netherlands,75636
No,United Kingdom,40977
No,Brazil,36806
No,United States,85000
No,France,73433
Yes,India,5009
Yes,United States,54000
No,United States,75000
No,United States,125000
Yes,Germany,66089
Yes,United States,140000
No,Germany,61194
No,United Kingdom,47922
No,Belgium,61194
No,United States,170000
No,United Kingdom,38893
No,India,39136
No,United Kingdom,69452
Yes,United States,72000
No,United States,120000
No,United States,90000
Yes,India,12524
Yes,Norway,114771
Yes,Australia,135955
No,France,57522
No,Canada,80521
No,United States,97000
Yes,United States,110000
No,United Kingdom,79870
Yes,United States,68000
No,New Zealand,60952
No,Italy,18358
No,Germany,97910
No,Brazil,26513
Yes,United States,155000
Yes,United States,60000
No,Australia,59180
Yes,France,58746
Yes,United Kingdom,65285
Yes,United Kingdom,131959
No,Switzerland,104269
No,United States,58000
Yes,Netherlands,63642
Yes,India,2896
Yes,United States,47000
No,United States,100000
Yes,Spain,30597
Yes,United States,36000
Yes,United States,100000
No,United States,105000
No,India,7436
No,United States,118000
No,United States,86250
No,United States,79800
No,Spain,67313
No,United States,180000
No,United States,80000
No,United States,93000
Yes,Canada,104678
Yes,United States,90000
No,United Kingdom,37504
No,India,37571
No,United States,150000
Yes,United States,88000
No,Singapore,52993
Yes,Ireland,51403
No,United States,48000
No,Italy,28761
Yes,Lithuania,122388
No,United States,124000
No,India,14872
No,India,28444
Yes,United States,90000
Yes,China,38958
Yes,United States,57000
No,United Kingdom,58340
No,United Kingdom,34031
No,United States,94000
No,United States,131000
No,United States,160000
No,United States,150000
Yes,United States,100000
Yes,India,16437
No,United States,40000
No,United Kingdom,32642
Yes,United States,142000
No,United States,118000
Yes,United States,97000
Yes,United States,200000
No,United Kingdom,152794
Yes,United States,70000
Yes,Germany,82519
Yes,Spain,28149
No,India,12524
Yes,Canada,201303
Yes,United States,70000
No,United States,88000
Yes,Germany,128507
No,United States,60000
No,United States,120000
Yes,India,15654
Yes,Italy,42836
No,Slovenia,61194
Yes,India,1879
Yes,Indonesia,111880
No,Netherlands,73433
No,United Kingdom,41671
Yes,United States,100000
No,United States,76000
No,United States,57000
Yes,United States,130000
No,Germany,55075
Yes,Canada,57170
No,United Kingdom,63896
No,United States,52338
Yes,United States,111000
No,Denmark,63117
No,United Kingdom,27781
No,Australia,83972
No,Canada,96626
No,United States,115000
Yes,Germany,48955
Yes,France,79552
Yes,United Kingdom,94455
No,United Kingdom,38893
No,United Kingdom,83342
No,United States,105000
Yes,United States,103000
Yes,United States,100000
No,Canada,72469
Yes,United Kingdom,83342
Yes,United Kingdom,46533
Yes,Denmark,4931
No,New Zealand,32888
No,United States,97000
No,Canada,45897
Yes,United States,65000
No,Canada,104678
Yes,New Zealand,131552
Yes,New Zealand,76739
No,United Kingdom,55562
Yes,United Kingdom,52783
No,Canada,50326
No,United Kingdom,72230
Yes,India,4227
No,India,28334
Yes,Netherlands,79552
No,United States,120000
No,Spain,24478
No,Spain,47731
Yes,United Kingdom,69452
Yes,Russian Federation,885
No,United States,60000
Yes,Canada,68443
No,Canada,56365
No,United States,72000
Yes,Canada,64417
No,United Kingdom,48616
No,India,19959
Yes,United States,53000
Yes,India,15654
Yes,Germany,91791
No,United States,124000
Yes,United States,125000
No,United States,80000
No,Portugal,30597
Yes,United States,126000
No,United States,62000
Yes,Canada,88573
No,Chile,78000
Yes,United States,14000
Yes,Switzerland,130337
No,Canada,12883
Yes,United States,80000
No,United States,83500
No,India,23482
Yes,Netherlands,67313
No,United States,103000
No,France,67313
No,United States,130000
Yes,Australia,95968
No,New Zealand,45312
Yes,India,37571
Yes,United States,105000
Yes,United States,103000
Yes,New Zealand,41804
No,Canada,52339
Yes,France,36716
No,United Kingdom,13265
No,United Kingdom,55562
No,Switzerland,104269
No,Spain,39164
No,India,7827
No,Canada,74080
Yes,Latvia,31821
Yes,India,20351
No,United States,95000
No,United States,93855
No,Australia,107964
No,United Kingdom,55562
Yes,Germany,75880
No,India,1565
No,United States,105000
No,India,5870
Yes,India,13698
No,United States,173200
Yes,Germany,58746
No,United States,105000
No,United States,100000
No,El Salvador,21000
Yes,United Kingdom,60423
Yes,United States,60000
No,Canada,32209
No,United States,95000
Yes,Spain,61194
No,Germany,61194
Yes,United States,190000
Yes,United Kingdom,36115
No,Ireland,91791
Yes,India,43832
No,United States,32640
No,United Kingdom,52783
Yes,United States,90000
No,Germany,171343
Yes,Spain,30597
Yes,United Kingdom,34726
No,Germany,71597
No,Ireland,42836
Yes,France,73433
No,Canada,96626
No,United States,70000
Yes,Australia,77574
Yes,United States,90000
No,Canada,69248
No,France,63642
No,Canada,44287
No,United Kingdom,62507
Yes,India,6966
No,India,15654
Yes,Nigeria,7500
Yes,Germany,80348
Yes,United States,90000
No,India,9393
Yes,Germany,61194
Yes,Canada,96626
No,Canada,64417
No,United Kingdom,138904
No,India,9393
Yes,United States,135000
No,United States,39000
Yes,United States,125000
Yes,France,44060
No,India,20351
No,Italy,42836
No,United States,118000
Yes,India,8610
Yes,United States,92000
No,United States,87000
Yes,United Kingdom,55562
Yes,Norway,70138
Yes,United States,110000
No,United Kingdom,12501
Yes,United Kingdom,62507
No,Germany,70985
Yes,India,10958
No,Spain,48955
Yes,Canada,120782
No,United States,145000
No,United States,175000
No,Canada,76495
Yes,United States,152000
No,United States,122000
No,Germany,89343
No,United States,85000
No,United States,58000
No,United Kingdom,76397
Yes,Canada,60391
No,United States,59000
No,United States,100000
Yes,United States,110000
No,United States,125000
Yes,United States,150000
Yes,United States,80000
No,United States,82000
Yes,France,50179
No,United States,185000
No,United Kingdom,45283
Yes,United Kingdom,152794
No,Belgium,90567
No,Italy,32433
No,Croatia,110149
No,United States,0
Yes,France,73433
Yes,United States,65000
No,Canada,48313
No,Germany,59970
Yes,Germany,67313
Yes,Bosnia and Herzegovina,35146
No,Canada,79716
No,United States,280000
Yes,Ireland,107701
Yes,United States,85000
No,Germany,91791
No,United States,46000
Yes,Switzerland,104269
No,New Zealand,80393
Yes,United Kingdom,2084
Yes,United States,60000
No,Spain,20806
Yes,Germany,73433
Yes,Israel,6000
No,Hong Kong (S.A.R.),76754
No,India,7671
No,United Kingdom,66674
No,New Zealand,65776
Yes,Argentina,55000
No,Australia,51983
No,Canada,56365
No,Spain,28149
Yes,United States,108000
Yes,United States,91000
Yes,Poland,30877
No,United States,85866
No,United States,114000
Yes,United States,0
No,United States,52000
Yes,United States,137000
Yes,United Kingdom,50005
Yes,United States,20000
No,United States,131000
No,United States,48000
Yes,United States,0
Yes,United States,74000
No,United States,110000
No,Germany,79552
No,India,12837
No,United States,130000
No,Canada,57170
Yes,France,79552
No,United States,85000
Yes,United States,72000
Yes,United States,18785
Yes,United Kingdom,25003
Yes,Germany,116268
No,United Kingdom,75008
No,Australia,67977
Yes,Germany,159104
No,United States,110000
No,Libyan Arab Jamahiriya,42635
No,Canada,29793
No,United Kingdom,55453
Yes,United States,150000
No,United States,60000
Yes,Italy,97910
No,Belgium,61194
Yes,United States,107152
Yes,Germany,110149
Yes,India,19568
No,United States,120000
No,Spain,29373
No,Portugal,21418
No,United States,105000
No,Spain,45283
Yes,Austria,165224
Yes,United States,100000
No,Germany,62846
No,Canada,80521
No,Germany,70985
No,Argentina,37078
No,Greece,55075
No,United States,0
No,United States,154000
Yes,India,0
Yes,United States,106000
No,Germany,73433
No,United States,54000
No,Canada,72469
No,Spain,39164
Yes,United States,101000
Yes,United States,140000
No,Switzerland,125123
No,Poland,55873
No,Netherlands,67313
Yes,India,3757
No,Canada,42676
No,United States,0
Yes,Norway,75000
Yes,Netherlands,83224
Yes,Germany,51403
No,United States,66000
No,India,18785
No,Ireland,93015
Yes,India,9393
Yes,United States,105000
Yes,United States,95000
Yes,United States,95000
Yes,United States,80700
No,United States,0
Yes,United States,150000
No,Germany,64866
No,Germany,84448
Yes,Germany,104030
No,United States,60000
No,India,10645
No,United States,155000
No,Norway,53560
No,Norway,63762
Yes,United States,150000
Yes,Canada,64417
No,United States,102000
No,United States,90000
Yes,Australia,104178
No,United Kingdom,50005
Yes,France,91791
No,United States,85849
No,United Kingdom,125014
No,United States,76000
No,Australia,55981
No,France,26925
Yes,United States,114000
Yes,Switzerland,97910
Yes,India,15654
Yes,United States,61000
No,Croatia,29373
No,Australia,99967
No,United States,167750
No,United States,85000
No,Italy,61194
Yes,United States,110000
No,United States,170000
No,United States,75000
No,United States,85000
No,Germany,55075
Yes,India,6262
Yes,United States,70000
No,Germany,80776
Yes,Ireland,61194
No,United States,150000
No,United States,0
Yes,United States,101000
Yes,Germany,78328
Yes,Germany,84448
No,Germany,73433
No,Norway,68862
Yes,India,1879
Yes,India,21916
Yes,United States,70000
No,United States,157000
No,United States,62000
No,Netherlands,214301
Yes,United States,0
No,New Zealand,15995
No,United Kingdom,90288
No,Canada,68443
No,Canada,68443
Yes,United States,36000
No,United States,55000
No,Netherlands,46507
Yes,India,8923
Yes,Austria,40878
Yes,Canada,18520
Yes,Germany,104030
No,Norway,79064
No,United States,300000
Yes,United States,61000
Yes,United Kingdom,25003
No,United States,150000
No,United States,160000
No,United Kingdom,52089
Yes,United Kingdom,61118
Yes,United Kingdom,34726
No,United States,90000
Yes,Canada,56365
Yes,United States,95000
Yes,Austria,122388
Yes,United States,125000
No,China,15583
No,Malta,29373
No,United States,130000
No,Germany,51403
No,United Kingdom,111123
No,India,78272
No,Austria,78328
Yes,United Kingdom,76397
No,United States,90000
Yes,Netherlands,73433
No,United States,112000
No,United Kingdom,166685
Yes,India,0
Yes,United Kingdom,27781
No,India,11271
Yes,India,1565
Yes,Canada,10468
Yes,United States,21000
No,United States,36000
Yes,United States,120000
Yes,United States,110000
No,India,8610
Yes,Spain,79552
Yes,Sweden,39164
Yes,United States,70000
No,United States,96000
No,Canada,74885
Yes,Spain,25701
Yes,United States,110000
Yes,United States,175000
Yes,United States,117000
No,United States,95000
No,United States,105000
No,Germany,58746
No,United States,68500
No,United States,80000
Yes,France,122388
No,United States,140000
Yes,Australia,119960
No,United States,66500
No,United States,85000
No,United States,117000
Yes,United States,175000
Yes,India,13150
No,India,1893
Yes,United States,125000
No,India,17220
Yes,United States,140000
No,South Korea,49518
No,United States,44244
No,Germany,78328
No,Japan,70230
No,United Kingdom,23614
No,Norway,86716
No,Australia,40786
Yes,United States,39000
Yes,Netherlands,53851
No,United States,120000
No,United States,55000
No,United States,105000
No,United States,280000
No,United States,68000
Yes,United States,135900
No,India,23482
Yes,France,59970
No,Netherlands,66089
Yes,United States,115000
Yes,Germany,48955
No,New Zealand,87701
Yes,United States,120000
No,United States,100000
No,Ireland,51403
No,Germany,50791
No,United States,65000
No,Germany,73433
No,United States,150000
No,United Kingdom,62507
Yes,Italy,58746
No,United States,68000
No,Canada,48313
No,France,91791
No,France,53851
No,Netherlands,97910
Yes,United Kingdom,62507
Yes,United States,80000
No,United States,0
No,United Kingdom,111123
No,United Kingdom,55562
Yes,Belgium,61194
No,United States,100000
No,United Kingdom,0
No,France,12239
No,United States,32000
Yes,United States,210000
Yes,United States,110000
No,Czech Republic,23254
No,United States,130000
No,United States,135000
Yes,United States,225000
Yes,France,36716
Yes,India,5636
No,United States,100000
No,United Kingdom,36115
Yes,United States,110000
No,Germany,73433
No,United States,110000
Yes,Canada,60391
Yes,Spain,61194
No,United States,145000
Yes,Poland,79399
Yes,Switzerland,156404
No,Spain,61194
No,Spain,29373
Yes,United States,100000
No,United States,79743
Yes,United Kingdom,111123
Yes,United States,136000
Yes,Australia,77974
Yes,Spain,80776
Yes,United States,150000
No,United States,150000
No,United Kingdom,69452
Yes,United States,85000
No,Canada,70859
Yes,Germany,67313
Yes,United States,59000
No,Kenya,38882
Yes,India,12524
Yes,United States,88500
No,United States,225000
Yes,Germany,48955
Yes,United States,125000
Yes,Argentina,63529
No,United States,110000
Yes,United States,112500
No,Portugal,47731
No,Australia,73576
Yes,United States,150000
No,Italy,36716
Yes,United States,110000
No,Sweden,72161
No,Germany,55075
No,United Kingdom,69452
No,United States,21000
Yes,India,18785
Yes,United States,193000
No,United States,125000
No,United States,110000
No,Sweden,133743
Yes,United States,86000
No,United Kingdom,40282
No,United Kingdom,0
No,Canada,128029
No,France,4896
No,United States,120000
Yes,United States,130000
No,United States,150000
Yes,United States,48000
Yes,United Kingdom,56534
Yes,Finland,85671
No,United States,90000
No,United States,62000
Yes,Sweden,54645
Yes,United Kingdom,58340
Yes,United States,135000
Yes,United Kingdom,68063
No,India,6262
Yes,United States,52000
Yes,India,1879
No,United Kingdom,38199
No,Canada,49118
No,India,8610
No,Netherlands,70515
No,United States,110000
No,United Kingdom,44449
No,United States,120000
No,Germany,85671
Yes,United States,240000
Yes,United Kingdom,33337
No,United Kingdom,70841
Yes,Italy,42836
No,France,41612
No,Spain,31821
No,New Zealand,40196
No,United States,125000
Yes,United States,30000
No,Spain,26925
No,Austria,48955
Yes,United States,79000
No,United States,70000
No,United States,55000
Yes,United States,80000
Yes,United States,105000
No,United States,155000
Yes,India,0
Yes,Israel,120000
Yes,Spain,40388
No,United Kingdom,69452
Yes,India,28178
No,United States,106000
No,United States,62500
No,United States,78000
Yes,United States,150000
Yes,United States,120000
No,France,48955
Yes,India,3757
Yes,Switzerland,187685
Yes,United Kingdom,90288
Yes,United Kingdom,27781
Yes,India,11741
No,United States,65000
No,United Kingdom,50005
Yes,Canada,92600
No,United States,150000
No,Norway,140275
No,Australia,114362
Yes,Germany,73433
Yes,United States,135000
Yes,Canada,24156
No,Germany,85671
Yes,Germany,69761
Yes,United States,200000
No,United Kingdom,30559
No,India,13306
No,India,18112
No,Australia,84772
No,United States,120000
Yes,United States,123000
No,United States,142000
Yes,Canada,88573
Yes,United Kingdom,90288
No,United States,110000
No,United States,118000
Yes,United States,50000
No,Sweden,67371
No,Spain,24478
Yes,United States,0
No,United Kingdom,104178
No,United States,140000
Yes,France,67313
Yes,India,1644
Yes,Turkey,22253
Yes,United States,110000
No,Germany,67313
Yes,India,6262
Yes,France,52627
Yes,France,110149
Yes,United States,115000
No,United States,70000
Yes,United States,15000
No,Portugal,55075
No,France,0
No,Germany,0
No,United States,94000
No,India,1879
No,France,104030
No,United Kingdom,83342
No,Canada,96626
No,United States,65000
No,United Kingdom,118068
No,Netherlands,61194
No,United States,0
Yes,Serbia,51403
Yes,United States,85000
No,United Kingdom,125014
No,United States,55000
No,United Kingdom,20836
No,Belgium,166937
No,Canada,58781
Yes,India,10332
Yes,Canada,52339
Yes,Spain,34269
Yes,United States,180939
Yes,Netherlands,59970
No,United Kingdom,94455
No,United Kingdom,48616
No,United Kingdom,58340
Yes,Australia,99967
No,India,14089
No,France,77104
Yes,United States,115200
Yes,United Kingdom,77786
No,United States,187000
Yes,United States,300000
No,United States,122388
No,United States,135500
Yes,Norway,70138
No,Germany,59970
No,United States,63000
No,Uruguay,80000
Yes,United Kingdom,57784
No,Thailand,31343
No,United Kingdom,26392
No,United States,50000
No,United Kingdom,83342
No,Spain,40388
Yes,United States,92000
No,Egypt,55075
No,India,0
No,France,50179
Yes,Ireland,61194
Yes,United Kingdom,55562
No,Germany,104030
Yes,United States,83000
Yes,United States,160000
Yes,United States,140000
Yes,United States,260000
No,Germany,68537
Yes,United States,165000
Yes,United States,70000
No,United States,70000
Yes,France,58746
No,Sweden,0
No,United States,135000
No,United States,91000
Yes,United States,300000
No,United Kingdom,166685
No,United States,100000
No,United Kingdom,62507
Yes,Spain,40388
No,Australia,87971
Yes,United States,205000
No,France,41612
No,Netherlands,116268
No,United States,125000
No,United States,123700
No,United States,170000
Yes,Germany,62418
No,Netherlands,0
No,Canada,48313
No,New Zealand,79973
No,United States,105000
No,Australia,39987
No,Australia,99967
No,United States,85900
No,Spain,75880
No,India,7827
Yes,Germany,73433
Yes,United States,89000
Yes,Germany,61194
Yes,United States,78000
No,Germany,78328
No,Portugal,42836
No,United States,80000
No,Canada,56365
Yes,United States,80000
No,Germany,91791
No,India,14089
Yes,Austria,73433
No,Netherlands,55075
No,United States,180000
Yes,New Zealand,63979
Yes,United Kingdom,41671
Yes,United States,75000
Yes,United States,97000
No,United Kingdom,152794
No,France,0
Yes,United Kingdom,125014
No,United States,90000
No,France,34269
No,Canada,140912
No,United Kingdom,30559
Yes,France,46507
Yes,United States,160000
No,United Kingdom,41671
Yes,Germany,85671
No,United States,105000
Yes,India,18785
No,Germany,64866
No,United Kingdom,72230
Yes,Australia,114362
No,Netherlands,91791
No,France,52627
Yes,United States,95000
No,United Kingdom,34726
Yes,United States,80000
No,Denmark,73965
No,United States,86000
No,United States,82000
No,Italy,53851
No,United States,53000
No,United States,65000
Yes,Germany,75880
No,Spain,50179
No,Australia,78374
No,"Iran, Islamic Republic of...",13000
Yes,United States,120000
No,United States,80000
No,United States,60000
No,United States,50000
Yes,United States,130000
No,Canada,82132
Yes,United States,75000
Yes,United States,180000
Yes,Netherlands,18358
No,United Kingdom,44449
No,South Korea,33635
Yes,Canada,64417
No,United States,37000
Yes,Chile,80000
Yes,France,61194
Yes,United Kingdom,45838
Yes,Spain,20806
No,United States,12100
No,United States,120000
No,United Kingdom,55562
Yes,United States,83000
No,Other Country (Not Listed Above),79175
No,Canada,55560
No,United States,92000
Yes,Italy,73433
No,United States,102000
Yes,Canada,80521
Yes,Germany,59970
No,India,10958
No,United States,110000
No,Australia,71976
No,India,50094
No,France,52627
Yes,France,104030
No,Germany,67313
Yes,United States,80000
Yes,United States,48000
Yes,United States,86000
Yes,United Kingdom,131959
No,United Kingdom,20836
Yes,United States,85000
Yes,United Kingdom,54173
No,United Kingdom,66674
Yes,Canada,64417
No,Germany,77104
Yes,Germany,66701
No,United States,50000
No,United States,53000
Yes,Switzerland,87586
No,Bangladesh,12271
No,France,34269
Yes,United States,105000
No,Malta,21418
No,Canada,35751
Yes,United States,155000
No,India,32874
No,United States,92000
No,Germany,63642
Yes,India,14872
No,United Kingdom,86120
No,Japan,54023
No,United States,120000
Yes,Australia,127957
Yes,United States,28800
Yes,United States,280000
No,United States,95000
Yes,Germany,67313
No,United States,102000
No,New Zealand,53352
Yes,Canada,72469
No,United States,127000
No,United States,10000
No,Saudi Arabia,133
Yes,Japan,40517
Yes,United States,32000
No,United States,65000
No,United States,110000
No,United Kingdom,35421
Yes,Australia,87971
No,Norway,89266
Yes,France,67313
Yes,France,45528
Yes,United States,180000
Yes,United States,120000
No,India,22699
No,Australia,63019
Yes,Canada,16104
No,United States,35000
No,United States,134000
Yes,United Kingdom,208356
No,United Kingdom,90288
Yes,Germany,91791
No,United States,48000
No,United States,70000
Yes,India,6879
Yes,India,0
No,Germany,84448
No,Philippines,9600
No,Switzerland,99056
No,Russian Federation,17691
Yes,Canada,52339
No,United States,85000
Yes,France,41612
No,Germany,97910
No,India,4321
No,United States,60000
No,United Kingdom,50700
Yes,United Kingdom,83342
No,United States,82000
No,United States,185000
No,United States,134000
No,United States,62000
Yes,United States,60000
No,United States,105000
Yes,India,10958
No,Canada,33014
No,United States,70000
No,Australia,87971
No,Spain,26925
Yes,Spain,48955
No,Singapore,52993
Yes,Australia,92769
Yes,Italy,61194
Yes,United States,75000
No,Germany,62418
No,United Kingdom,48616
No,Canada,24156
No,Belgium,122388
No,Germany,85671
Yes,Germany,91791
No,Australia,119960
No,India,11741
Yes,France,220298
No,United States,150000
Yes,Japan,108947
Yes,India,17823
No,India,7984
No,India,21916
Yes,Bangladesh,4000
No,Canada,62807
No,United States,151000
No,United States,65000
No,South Africa,20602
Yes,Australia,127957
No,India,35379
Yes,United States,60000
Yes,India,50094
No,India,23482
No,India,21916
No,Portugal,58134
Yes,United Kingdom,41671
Yes,United States,88000
No,United States,150000
Yes,United States,165000
Yes,United States,105000
No,United Kingdom,83342
Yes,United Kingdom,52783
No,Switzerland,88629
Yes,United States,126000
No,United Kingdom,58340
Yes,United States,71720
Yes,Germany,48955
No,United States,80000
No,United States,116000
Yes,United States,138000
No,United States,100000
No,United States,78000
Yes,Germany,64254
Yes,Australia,79973
Yes,United States,59529
No,Norway,114771
No,United Kingdom,55562
Yes,United States,150000
Yes,United States,138521
No,United States,100000
No,United States,85000
Yes,United States,115000
No,United States,30000
No,United States,43000
No,France,67313
No,United States,92000
No,United States,130000
Yes,United States,152000
No,Germany,79552
Yes,United Kingdom,83342
Yes,Canada,50728
No,New Zealand,38735
No,United States,50000
Yes,United States,105000
No,United States,120000
No,Canada,56365
No,France,110149
Yes,United States,108700
No,Australia,103965
No,United States,100000
Yes,New Zealand,64314
Yes,United States,70000
Yes,United States,137500
Yes,United States,180000
Yes,United States,100000
No,United States,48000
Yes,United States,105000
Yes,South Korea,28029
Yes,Canada,4026
Yes,United States,135000
Yes,United States,155000
No,United States,80000
Yes,Australia,63979
Yes,Slovakia,36716
No,Australia,71976
Yes,Australia,83972
No,United States,80000
Yes,United States,155000
No,India,7044
No,United Kingdom,36115
No,Netherlands,94239
No,Austria,151095
No,Russian Federation,30000
No,United States,102000
No,United States,103000
No,Portugal,35982
No,United States,60000
No,Germany,80776
Yes,United States,145000
No,United States,75000
No,France,41612
Yes,Netherlands,79552
Yes,Canada,161043
No,United States,100000
No,United Kingdom,38893
No,United States,125000
No,Spain,45283
No,United States,20000
Yes,France,110149
No,Germany,41122
No,United States,64800
No,United States,120000
Yes,Switzerland,104269
No,Australia,87971
Yes,United States,150000
No,United Kingdom,108345
Yes,Germany,11015
Yes,India,20116
Yes,United States,60000
Yes,Ireland,30597
Yes,United States,120000
Yes,Canada,40261
No,India,7436
Yes,Germany,12239
No,France,55075
Yes,United Kingdom,48616
No,United States,105000
No,United States,150000
Yes,United States,80000
Yes,South Korea,20555
Yes,India,9267
No,United States,56000
No,United Kingdom,55006
No,United States,100000
Yes,Nigeria,833
Yes,India,31309
Yes,United States,121000
No,United Kingdom,61118
No,United Kingdom,131959
No,Ireland,69761
No,India,3131
Yes,United States,0
No,United States,65000
Yes,United States,220000
No,France,33045
No,Germany,69761
No,Germany,14687
No,Spain,24478
No,United States,176000
Yes,Germany,100882
No,United States,90000
No,United States,69000
Yes,United States,125000
No,United States,92000
Yes,United States,250000
No,United States,138000
No,United States,140000
No,Germany,61194
No,India,7827
Yes,United States,60100
Yes,United States,107000
Yes,United States,0
No,Canada,73274
No,Italy,39776
Yes,United Kingdom,83342
Yes,United States,75000
No,United States,142000
No,Spain,67313
No,United States,113000
No,India,18785
No,Netherlands,45528
Yes,Portugal,55075
Yes,Germany,70985
No,United States,65000
